Video ID,Start,Duration,Text
CcpmD5J8xOk,444.99,3.78,bond and it's such a significant thing
CcpmD5J8xOk,447.33,3.36,for them in the books because it's
CcpmD5J8xOk,448.77,4.35,basically the beginning of their proper
CcpmD5J8xOk,450.69,4.08,father/daughter relationship for me the
CcpmD5J8xOk,453.12,3.479,end scene of episode eights had very
CcpmD5J8xOk,454.77,3.959,little emotional impacts as the
CcpmD5J8xOk,456.599,3.6,relationship between Syrian Geralt was
CcpmD5J8xOk,458.729,3.511,just based on the lore of surprise
CcpmD5J8xOk,460.199,4.171,whereas in the books of course the lore
CcpmD5J8xOk,462.24,4.109,of surprise was a significant thing but
CcpmD5J8xOk,464.37,4.169,girl only really grew to properly care
CcpmD5J8xOk,466.349,4.021,for her after their time in bracha lon
CcpmD5J8xOk,468.539,3.75,just like with the ennifer basically
CcpmD5J8xOk,470.37,4.2,every scene involving her that didn't
CcpmD5J8xOk,472.289,4.261,involve garel was not shown to us in the
CcpmD5J8xOk,474.57,3.81,books and in some cases it was just
CcpmD5J8xOk,476.55,3.839,completely made up a lot of what
CcpmD5J8xOk,478.38,4.23,happened involving her character was
CcpmD5J8xOk,480.389,3.96,referenced later in the books but never
CcpmD5J8xOk,482.61,3.69,shown to the extent that it was shown in
CcpmD5J8xOk,484.349,3.57,the show an exception would be when car
CcpmD5J8xOk,486.3,3.359,here is chasing her during the slaughter
CcpmD5J8xOk,487.919,3.75,of sintra but even that was portrayed
CcpmD5J8xOk,489.659,3.961,incorrectly they had Suri end up in
CcpmD5J8xOk,491.669,4.261,Brooklyn after the slaughter of Sentra
CcpmD5J8xOk,493.62,4.71,which just didn't happen in the books as
CcpmD5J8xOk,495.93,3.9,did many things I find it so weird they
CcpmD5J8xOk,498.33,2.519,made this change and if you actually
CcpmD5J8xOk,499.83,2.91,think about it
CcpmD5J8xOk,500.849,4.531,ciri going to Brock alone in the show
CcpmD5J8xOk,502.74,5.1,was just completely pointless she just
CcpmD5J8xOk,505.38,3.81,left Brock Alan to find Geralt which is
CcpmD5J8xOk,507.84,3.15,what she was doing when she went there
CcpmD5J8xOk,509.19,3.75,in the books this was where she met
CcpmD5J8xOk,510.99,4.5,Garrett properly I mean it seems to me
CcpmD5J8xOk,512.94,4.26,the entire dopler subplot and everything
CcpmD5J8xOk,515.49,4.08,there could just be completely removed
CcpmD5J8xOk,517.2,4.11,and nothing would change obviously all
CcpmD5J8xOk,519.57,3.389,that stuff just wasn't in the books and
CcpmD5J8xOk,521.31,3.089,at the end of the season she gets to the
CcpmD5J8xOk,522.959,3.271,point where the story in the books got
CcpmD5J8xOk,524.399,4.201,her to so it just seems like very
CcpmD5J8xOk,526.23,4.229,unnecessary things to be adding number
CcpmD5J8xOk,528.6,3.47,four this brings me to one of the worst
CcpmD5J8xOk,530.459,4.221,things in the show and there
CcpmD5J8xOk,532.07,4.56,is the portrayal of Kay here now I've
CcpmD5J8xOk,534.68,3.45,heard a lot of people say that early on
CcpmD5J8xOk,536.63,3.66,in The Witcher books he was thought to
CcpmD5J8xOk,538.13,4.38,be this evil figure at least from series
CcpmD5J8xOk,540.29,3.78,point of view and whilst this is true I
CcpmD5J8xOk,542.51,3.93,feel like whoever argues this is
CcpmD5J8xOk,544.07,4.02,purposely ignoring key details in order
CcpmD5J8xOk,546.44,3.06,to put up a fairly shoddy defense of
CcpmD5J8xOk,548.09,3.93,this characters portrayal in the show
CcpmD5J8xOk,549.5,5.04,first of all early on in the books Kay
CcpmD5J8xOk,552.02,4.38,here was not really explained or showed
CcpmD5J8xOk,554.54,4.08,in all that much detail he was like a
CcpmD5J8xOk,556.4,4.17,figment of series nightmares meaning he
CcpmD5J8xOk,558.62,4.35,was real but in the mind of serious
CcpmD5J8xOk,560.57,4.8,cared child he became one of her fears
CcpmD5J8xOk,562.97,4.86,in the show we actually see him walking
CcpmD5J8xOk,565.37,4.14,around interacting with people taking
CcpmD5J8xOk,567.83,4.02,part in battles he didn't in the books
CcpmD5J8xOk,569.51,4.86,and he is always presented as this evil
CcpmD5J8xOk,571.85,3.93,guy just from his actions alone I know a
CcpmD5J8xOk,574.37,3.12,lot of people are saying that it's only
CcpmD5J8xOk,575.78,3.27,season one and they're gonna change his
CcpmD5J8xOk,577.49,3.39,whole character in the latest seasons
CcpmD5J8xOk,579.05,3.96,and stuff but the way I see it just
CcpmD5J8xOk,580.88,4.56,based on what he's done so far it feels
CcpmD5J8xOk,583.01,4.41,so out of character from the car here we
CcpmD5J8xOk,585.44,4.74,know in the books but it's just so weird
CcpmD5J8xOk,587.42,4.47,to me already number five the next point
CcpmD5J8xOk,590.18,3.33,I want to make is that most of the
CcpmD5J8xOk,591.89,3.99,stories that are shown in the show are
CcpmD5J8xOk,593.51,3.93,simply being told incorrectly to list a
CcpmD5J8xOk,595.88,3.48,couple there's the portrayal of fall
CcpmD5J8xOk,597.44,3.99,test in the Striga story and from this
CcpmD5J8xOk,599.36,3.93,image need i say more there's also the
CcpmD5J8xOk,601.43,3.84,golden dragon story where Borch was
CcpmD5J8xOk,603.29,3.78,portrayed as an old man for some reason
CcpmD5J8xOk,605.27,3.9,I cough Danelle was killed early on
CcpmD5J8xOk,607.07,3.81,bought Chas a golden dragon didn't
CcpmD5J8xOk,609.17,3.45,really show his chivalrous side by
CcpmD5J8xOk,610.88,2.34,challenging people to duels as a golden
CcpmD5J8xOk,612.62,3.33,dragon
CcpmD5J8xOk,613.22,4.5,he just got geralt and yennefer on
CcpmD5J8xOk,615.95,3.6,almost immediately after revealing
CcpmD5J8xOk,617.72,3.36,himself to be a golden dragon in the
CcpmD5J8xOk,619.55,3.18,books there was proper interactions
CcpmD5J8xOk,621.08,3.96,between all the groups of the characters
CcpmD5J8xOk,622.73,4.26,and it was just way more developed I
CcpmD5J8xOk,625.04,4.26,mean it feels like they've just removed
CcpmD5J8xOk,626.99,3.78,development almost entirely and you can
CcpmD5J8xOk,629.3,3.27,say well you know they only had eight
CcpmD5J8xOk,630.77,3.54,episodes etc but then we have all this
CcpmD5J8xOk,632.57,3.87,random stuff with the N effort that just
CcpmD5J8xOk,634.31,3.78,was not needed for her character
CcpmD5J8xOk,636.44,3.75,I mean look guys I could sit here all
CcpmD5J8xOk,638.09,3.63,day at saying everything that was wrong
CcpmD5J8xOk,640.19,3.45,with each story but it would just be
CcpmD5J8xOk,641.72,3.33,pointless I understand that they can't
CcpmD5J8xOk,643.64,4.23,stick to the script of each story
CcpmD5J8xOk,645.05,4.59,exactly as this is an adaptation but for
CcpmD5J8xOk,647.87,3.75,me the problem lies in the fact said
CcpmD5J8xOk,649.64,4.53,that they made so many unnecessary
CcpmD5J8xOk,651.62,4.44,changes I've only really covered the tip
CcpmD5J8xOk,654.17,3.96,of the iceberg here I mean just to name
CcpmD5J8xOk,656.06,3.93,a couple more they changed the way magic
CcpmD5J8xOk,658.13,3.81,works making it some sort of strange
CcpmD5J8xOk,659.99,4.17,equivalent exchange thing with life
CcpmD5J8xOk,661.94,3.48,whereas in the books may just happen to
CcpmD5J8xOk,664.16,3.45,sources and channel
CcpmD5J8xOk,665.42,3.48,power to use magic I mean I can't
CcpmD5J8xOk,667.61,2.7,imagine how they're gonna do the core
CcpmD5J8xOk,668.9,3.66,earth desert thing because theoretically
CcpmD5J8xOk,670.31,3.87,when series in the desert and she has to
CcpmD5J8xOk,672.56,3.57,use magic she could just pick up some
CcpmD5J8xOk,674.18,3.15,random shrub and start using it whereas
CcpmD5J8xOk,676.13,2.76,in the book she had to search for
CcpmD5J8xOk,677.33,3.42,sources in the ground it was an entire
CcpmD5J8xOk,678.89,3.54,thing I just I don't see how it's gonna
CcpmD5J8xOk,680.75,3.12,work unless they just make major changes
CcpmD5J8xOk,682.43,2.91,which are sort of mess with the
CcpmD5J8xOk,683.87,3.39,established world they're trying to make
CcpmD5J8xOk,685.34,3.66,with this show and therefore that entire
CcpmD5J8xOk,687.26,3.09,desert thing is just kind of pointless
CcpmD5J8xOk,689.0,3.06,and if you don't know what I'm talking
CcpmD5J8xOk,690.35,3.51,about I won't get into it as it is
CcpmD5J8xOk,692.06,3.21,spoiler territory for later on but I
CcpmD5J8xOk,693.86,3.09,haven't really said anything important
CcpmD5J8xOk,695.27,4.29,so don't worry they also invented
CcpmD5J8xOk,696.95,4.65,characters like the elf with Siri the
CcpmD5J8xOk,699.56,4.05,girl guiding galton bladvic and they
CcpmD5J8xOk,701.6,4.32,also just changed so many characters
CcpmD5J8xOk,703.61,4.17,stories I talked about main characters
CcpmD5J8xOk,705.92,3.63,and some relatively minor characters
CcpmD5J8xOk,707.78,3.6,like Frank killer but also I could use
CcpmD5J8xOk,709.55,3.72,Strega Bohr as an example as he was
CcpmD5J8xOk,711.38,4.5,given a much bigger role they changed
CcpmD5J8xOk,713.27,4.68,vilgax's story and despite adding all
CcpmD5J8xOk,715.88,3.51,this stuff they also just removed a lot
CcpmD5J8xOk,717.95,3.75,of stuff that they could have brought
CcpmD5J8xOk,719.39,3.78,from the source material so honestly I'm
CcpmD5J8xOk,721.7,2.67,just really confused about whatever the
CcpmD5J8xOk,723.17,3.39,writer was thinking when they were
CcpmD5J8xOk,724.37,4.02,making it I know a lot of my mentions
CcpmD5J8xOk,726.56,2.55,towards the end there may come across as
CcpmD5J8xOk,728.39,2.46,nitpicks
CcpmD5J8xOk,729.11,3.63,but the reason I mention them is just to
CcpmD5J8xOk,730.85,3.84,give you an idea of a fraction of the
CcpmD5J8xOk,732.74,3.84,things they changed I'm telling you guys
CcpmD5J8xOk,734.69,4.41,if you wanted me to make a very nitpicky
CcpmD5J8xOk,736.58,4.05,video I could I'm just saying the basic
CcpmD5J8xOk,739.1,3.21,things here guys at least that's what
CcpmD5J8xOk,740.63,3.27,I'm trying to do I mean another thing
CcpmD5J8xOk,742.31,3.27,I've just thought about kay here is that
CcpmD5J8xOk,743.9,3.63,he actually beat vulgar faults in a
CcpmD5J8xOk,745.58,5.04,fight which if you've read the books is
CcpmD5J8xOk,747.53,4.47,just absolutely ridiculous I mean Geralt
CcpmD5J8xOk,750.62,3.42,couldn't beat Volga forts in a fight
CcpmD5J8xOk,752.0,4.47,without the assistance of magic so we
CcpmD5J8xOk,754.04,3.93,saying that kay here is just the best I
CcpmD5J8xOk,756.47,3.9,just don't understand what they're doing
CcpmD5J8xOk,757.97,4.41,with Kay here guys so confusing but
CcpmD5J8xOk,760.37,5.37,anyway after saying all of those issues
CcpmD5J8xOk,762.38,5.49,my initial point still stands I think as
CcpmD5J8xOk,765.74,3.75,a fantasy show I can understand why
CcpmD5J8xOk,767.87,3.24,people who haven't read the books and
CcpmD5J8xOk,769.49,4.14,people who are not too familiar with the
CcpmD5J8xOk,771.11,4.53,law enjoy I imagine most people watching
CcpmD5J8xOk,773.63,4.14,it came from the games and maybe just
CcpmD5J8xOk,775.64,4.23,think ah a cool bunch of stories
CcpmD5J8xOk,777.77,3.75,involving Geralt yennefer and ciri that
CcpmD5J8xOk,779.87,3.27,i've never really known about this is
CcpmD5J8xOk,781.52,3.36,awesome and people watching it who've
CcpmD5J8xOk,783.14,3.9,never experienced The Witcher I'll
CcpmD5J8xOk,784.88,4.56,pretty just think ah a nice new fantasy
CcpmD5J8xOk,787.04,4.53,TV show that has a decent budget this is
CcpmD5J8xOk,789.44,3.96,pretty cool but for me as someone who is
CcpmD5J8xOk,791.57,4.05,invested in the lore of this world and
CcpmD5J8xOk,793.4,4.62,the characters I discussing it is
CcpmD5J8xOk,795.62,3.54,literally my job I can't bring myself to
CcpmD5J8xOk,798.02,2.97,enjoy it
CcpmD5J8xOk,799.16,3.419,everything is so different all the
CcpmD5J8xOk,800.99,3.57,characters journeys have been changed
CcpmD5J8xOk,802.579,3.661,with the exception of Geralt but even
CcpmD5J8xOk,804.56,3.48,then the journey we see him going in
CcpmD5J8xOk,806.24,3.48,this series is pretty different to his
CcpmD5J8xOk,808.04,3.18,journey in the books me I mentioned
CcpmD5J8xOk,809.72,3.299,earlier about how we see Geralt when
CcpmD5J8xOk,811.22,5.07,he's younger sitting in a car talking to
CcpmD5J8xOk,813.019,4.711,his mum being kind of annoying and we
CcpmD5J8xOk,816.29,3.2,just don't need to know this for girls
CcpmD5J8xOk,817.73,4.049,character it's just very unnecessary
CcpmD5J8xOk,819.49,4.0,information that feels like it's kind of
CcpmD5J8xOk,821.779,3.451,just there to build drama between him
CcpmD5J8xOk,823.49,3.539,and his mother that just wasn't really
CcpmD5J8xOk,825.23,3.69,there the books did a good job of
CcpmD5J8xOk,827.029,3.81,explaining this is Geralt some mum they
CcpmD5J8xOk,828.92,3.33,have a brief interaction and that's it
CcpmD5J8xOk,830.839,3.571,it doesn't need to be this very dramatic
CcpmD5J8xOk,832.25,4.589,girls thinking about his childhood I
CcpmD5J8xOk,834.41,4.349,just I just disagree with it guys in my
CcpmD5J8xOk,836.839,4.05,last video I did see a few comments
CcpmD5J8xOk,838.759,3.93,telling me our nitpicking that I need to
CcpmD5J8xOk,840.889,4.231,change my attitude and should just be
CcpmD5J8xOk,842.689,4.08,more positive about it and to that I say
CcpmD5J8xOk,845.12,3.75,that I am allowed to dislike something
CcpmD5J8xOk,846.769,3.69,just as you are allowed to like here and
CcpmD5J8xOk,848.87,3.959,I also want to say that I don't think
CcpmD5J8xOk,850.459,4.711,anybody is wrong for liking this show
CcpmD5J8xOk,852.829,4.351,you have every right to like it and that
CcpmD5J8xOk,855.17,4.44,goes for everyone there is plenty to
CcpmD5J8xOk,857.18,4.019,like in this show it's just for me as
CcpmD5J8xOk,859.61,3.39,someone that knows this books and knows
CcpmD5J8xOk,861.199,3.87,the stories it just doesn't feel like
CcpmD5J8xOk,863.0,4.38,The Witcher and that's my problem with
CcpmD5J8xOk,865.069,4.351,it so it's saying that don't let my
CcpmD5J8xOk,867.38,3.84,opinion become yours if you like the
CcpmD5J8xOk,869.42,3.51,show I encourage you to just have your
CcpmD5J8xOk,871.22,2.58,own thoughts on the show and I really
CcpmD5J8xOk,872.93,3.3,like that everyone has different
CcpmD5J8xOk,873.8,4.529,opinions on it read the books play the
CcpmD5J8xOk,876.23,3.589,games watch the show and then decide for
CcpmD5J8xOk,878.329,4.591,yourself if you think it's good or not
CcpmD5J8xOk,879.819,5.531,personally I don't like it but if you do
CcpmD5J8xOk,882.92,4.26,that's fine for people who haven't read
CcpmD5J8xOk,885.35,3.45,the books and I'm wondering if this show
CcpmD5J8xOk,887.18,3.06,will act as a good supplement for
CcpmD5J8xOk,888.8,3.149,knowing some of Garrett's backstory
CcpmD5J8xOk,890.24,2.909,before entering the games or if you've
CcpmD5J8xOk,891.949,2.521,played the games and you just want to
CcpmD5J8xOk,893.149,3.54,know girls and the other characters
CcpmD5J8xOk,894.47,4.41,backstories I would personally not
CcpmD5J8xOk,896.689,4.051,recommend this show for that purpose my
CcpmD5J8xOk,898.88,3.87,main reason for this is because although
CcpmD5J8xOk,900.74,3.959,a lot of information about Daryl is told
CcpmD5J8xOk,902.75,4.529,to us in this show it is fairly accurate
CcpmD5J8xOk,904.699,4.95,in truthful the show as a whole is also
CcpmD5J8xOk,907.279,3.841,full of misinformation that surrounding
CcpmD5J8xOk,909.649,3.151,The Witcher law that I think would put
CcpmD5J8xOk,911.12,3.449,you in a bad position if you want to
CcpmD5J8xOk,912.8,3.719,understand the Witcher games to the
CcpmD5J8xOk,914.569,3.63,fullest extent for example if you
CcpmD5J8xOk,916.519,3.661,believe that an era tuza they turn
CcpmD5J8xOk,918.199,3.301,Sorceress's into eels and throw them in
CcpmD5J8xOk,920.18,3.54,a pool you would just be completely
CcpmD5J8xOk,921.5,4.439,wrong in regards to the game and book
CcpmD5J8xOk,923.72,5.14,law basically what I'm saying is it's
CcpmD5J8xOk,925.939,4.661,better to know nothing than half-truths
CcpmD5J8xOk,928.86,3.93,imagine seeing nilfgaard in the show
CcpmD5J8xOk,930.6,4.02,they used forbidden magic and we are
CcpmD5J8xOk,932.79,3.66,told they were a backwater place before
CcpmD5J8xOk,934.62,3.6,fringe Allura arrived and also now i
CcpmD5J8xOk,936.45,3.54,think about it it's heavily implied that
CcpmD5J8xOk,938.22,2.43,yennefer would have basically screwed up
CcpmD5J8xOk,939.99,2.79,nilfgaard
CcpmD5J8xOk,940.65,4.29,and kept it as this horrible place and i
CcpmD5J8xOk,942.78,3.81,just think that is so bad for universe
CcpmD5J8xOk,944.94,2.34,character because she would have done a
CcpmD5J8xOk,946.59,3.06,good job
CcpmD5J8xOk,947.28,3.81,yennefer is completely competent i do
CcpmD5J8xOk,949.65,2.82,not understand what they're trying to
CcpmD5J8xOk,951.09,3.39,say about all these characters in the
CcpmD5J8xOk,952.47,3.75,show it is so weird for me as someone
CcpmD5J8xOk,954.48,3.24,who knows them all but anyway thinking
CcpmD5J8xOk,956.22,3.36,about the whole backwater fringe killer
CcpmD5J8xOk,957.72,3.48,thing imagine when you meet a mirror in
CcpmD5J8xOk,959.58,3.45,the witcher 3 you would have such a
CcpmD5J8xOk,961.2,3.63,different opinion of him which is based
CcpmD5J8xOk,963.03,4.02,on something that is not true in regards
CcpmD5J8xOk,964.83,3.6,to the game and book universe the same
CcpmD5J8xOk,967.05,3.42,applies for you when you meet friend
CcpmD5J8xOk,968.43,3.15,euler in the games - so that whole bit
CcpmD5J8xOk,970.47,2.4,there was just with people that play the
CcpmD5J8xOk,971.58,2.67,games obviously if you just want to
CcpmD5J8xOk,972.87,3.78,watch the show and have it as a separate
CcpmD5J8xOk,974.25,3.69,thing that's fine as i said no problem
CcpmD5J8xOk,976.65,3.06,there just some people that want to play
CcpmD5J8xOk,977.94,3.72,the games and understand the world the
CcpmD5J8xOk,979.71,3.96,show is not really a way to do that so
CcpmD5J8xOk,981.66,5.19,games aside would I recommend watching
CcpmD5J8xOk,983.67,5.07,this show I guess if you're interested
CcpmD5J8xOk,986.85,3.96,in fantasy I think it's better to watch
CcpmD5J8xOk,988.74,3.84,it yourself and from your own opinion if
CcpmD5J8xOk,990.81,3.84,you're interested in watching the show I
CcpmD5J8xOk,992.58,3.78,didn't like it but that doesn't mean you
CcpmD5J8xOk,994.65,4.02,won't as there is plenty to like about
CcpmD5J8xOk,996.36,4.26,this show but for me seeing all the
CcpmD5J8xOk,998.67,3.93,extensive changes that every corner
CcpmD5J8xOk,1000.62,3.81,makes it very difficult for me to enjoy
CcpmD5J8xOk,1002.6,3.63,it I know people are gonna get annoyed
CcpmD5J8xOk,1004.43,3.45,at me I've had people tell me the game's
CcpmD5J8xOk,1006.23,2.91,changed some law and the Lord of the
CcpmD5J8xOk,1007.88,2.76,Rings was different to the lot of the
CcpmD5J8xOk,1009.14,2.79,Rings books or something but for the
CcpmD5J8xOk,1010.64,3.09,games I don't think that's really a
CcpmD5J8xOk,1011.93,3.57,relevant point as they're not adapting
CcpmD5J8xOk,1013.73,3.6,the story they made games as like an
CcpmD5J8xOk,1015.5,4.14,alternate universe sequel type thing
CcpmD5J8xOk,1017.33,3.9,it's not canon to the books but it could
CcpmD5J8xOk,1019.64,3.84,be and if you want it to be can in your
CcpmD5J8xOk,1021.23,4.05,head it can I feel like bringing up an
CcpmD5J8xOk,1023.48,3.87,argument like that is kind of like
CcpmD5J8xOk,1025.28,4.47,imagine they remade the original Star
CcpmD5J8xOk,1027.35,3.78,Wars films and I said I didn't like them
CcpmD5J8xOk,1029.75,4.08,because of the changes they made to the
CcpmD5J8xOk,1031.13,4.89,characters then someone said well you
CcpmD5J8xOk,1033.83,3.69,like Luke Skywalker in the last Jedi so
CcpmD5J8xOk,1036.02,3.33,why don't you like him in the remake
CcpmD5J8xOk,1037.52,3.39,they changed him in the last Jedi they
CcpmD5J8xOk,1039.35,3.81,change him in the remake is the same
CcpmD5J8xOk,1040.91,3.57,thing right well no because the remake
CcpmD5J8xOk,1043.16,3.39,is based on something that already
CcpmD5J8xOk,1044.48,4.68,exists and the characters were that way
CcpmD5J8xOk,1046.55,4.56,in that thing that existed in sequels
CcpmD5J8xOk,1049.16,3.93,those characters can change new things
CcpmD5J8xOk,1051.11,3.51,can be introduced but if you're adapting
CcpmD5J8xOk,1053.09,3.48,something and then adding a bunch of
CcpmD5J8xOk,1054.62,3.9,stuff it just feels really weird to me
CcpmD5J8xOk,1056.57,3.78,it's a completely pointless points and
CcpmD5J8xOk,1058.52,2.88,just so you know I didn't like Luke in
CcpmD5J8xOk,1060.35,2.76,the last Jedi but I
CcpmD5J8xOk,1061.4,3.72,think my example illustrates why it's a
CcpmD5J8xOk,1063.11,3.9,pointless point to make as for the Lord
CcpmD5J8xOk,1065.12,3.63,of the Rings all I can say is I think
CcpmD5J8xOk,1067.01,4.08,the films are great and I haven't read
CcpmD5J8xOk,1068.75,4.29,the books yet I really need to but I've
CcpmD5J8xOk,1071.09,3.69,just been so busy for these past two
CcpmD5J8xOk,1073.04,3.63,years and it's been on my wish list of
CcpmD5J8xOk,1074.78,4.26,things to do I do actually own a copy
CcpmD5J8xOk,1076.67,4.11,and I literally keep it by my bed every
CcpmD5J8xOk,1079.04,2.79,night but I just never get the time to
CcpmD5J8xOk,1080.78,2.37,read it you know there's always
CcpmD5J8xOk,1081.83,2.13,something else to do there's always more
CcpmD5J8xOk,1083.15,2.55,work to do
CcpmD5J8xOk,1083.96,3.3,always other things to do all the stuff
CcpmD5J8xOk,1085.7,3.06,to watch all the rest it's just very
CcpmD5J8xOk,1087.26,3.24,difficult for me to find the time to
CcpmD5J8xOk,1088.76,3.99,read a book that big with how busy I've
CcpmD5J8xOk,1090.5,5.1,been so I'm sorry about that so to
CcpmD5J8xOk,1092.75,4.41,conclude I didn't enjoy the show nor did
CcpmD5J8xOk,1095.6,3.21,I think it was a truthful adaption of
CcpmD5J8xOk,1097.16,3.36,the source material I think someone
CcpmD5J8xOk,1098.81,4.35,Twitter actually described it best to me
CcpmD5J8xOk,1100.52,4.71,it's inspired by the original book not
CcpmD5J8xOk,1103.16,4.08,based on it and for me that's not the
CcpmD5J8xOk,1105.23,3.99,Witcher I love I think you could use
CcpmD5J8xOk,1107.24,2.88,that mindset and say well just think of
CcpmD5J8xOk,1109.22,2.43,it as something that's completely
CcpmD5J8xOk,1110.12,2.31,different and try and enjoy it in that
CcpmD5J8xOk,1111.65,2.04,regard
CcpmD5J8xOk,1112.43,2.64,but I just can't do that because
CcpmD5J8xOk,1113.69,3.33,obviously I hear the names yennefer I
CcpmD5J8xOk,1115.07,3.9,hear Geralt are here ciri I see places
CcpmD5J8xOk,1117.02,3.75,like our teaser I hear the name is Brock
CcpmD5J8xOk,1118.97,3.9,Alan and it's very difficult for me to
CcpmD5J8xOk,1120.77,3.57,disconnect the two things and therefore
CcpmD5J8xOk,1122.87,3.39,all I can see the changes that I
CcpmD5J8xOk,1124.34,4.29,disagree with but that's it for today's
CcpmD5J8xOk,1126.26,3.99,video guys unless there is a significant
CcpmD5J8xOk,1128.63,3.27,demand I'll probably be releasing
CcpmD5J8xOk,1130.25,3.54,another which a lore video next or a
CcpmD5J8xOk,1131.9,3.66,playthrough part next but I'm sure I'll
CcpmD5J8xOk,1133.79,3.63,talk about the Netflix series in future
CcpmD5J8xOk,1135.56,3.81,so stay tuned for that I mean who knows
CcpmD5J8xOk,1137.42,3.75,maybe one season two releases and they
CcpmD5J8xOk,1139.37,3.48,adapt some more source material they'll
CcpmD5J8xOk,1141.17,3.12,stick to it a bit more and I'll actually
CcpmD5J8xOk,1142.85,3.45,really enjoy it and then be able to make
CcpmD5J8xOk,1144.29,3.99,videos about there I really appreciate
CcpmD5J8xOk,1146.3,4.14,you liking today's video just to support
CcpmD5J8xOk,1148.28,4.29,me to be honest guys making videos like
CcpmD5J8xOk,1150.44,3.78,this is always difficult for me as I
CcpmD5J8xOk,1152.57,3.33,really don't like causing upset in
CcpmD5J8xOk,1154.22,3.48,others I know that might make me seem a
CcpmD5J8xOk,1155.9,3.69,bit sensitive in a bit you know but I
CcpmD5J8xOk,1157.7,3.6,just I really don't like to see comments
CcpmD5J8xOk,1159.59,3.21,so people aren't actually upset and it's
CcpmD5J8xOk,1161.3,3.33,not because necessarily that it's
CcpmD5J8xOk,1162.8,3.75,offending me or anything it's just I
CcpmD5J8xOk,1164.63,4.05,think you know the video I made has made
CcpmD5J8xOk,1166.55,3.84,someone feel bad and I just I don't like
CcpmD5J8xOk,1168.68,3.12,doing that you know I like making lore
CcpmD5J8xOk,1170.39,3.27,videos that I'm very passionate about
CcpmD5J8xOk,1171.8,3.33,and we can just all share and in love
CcpmD5J8xOk,1173.66,3.21,and this is why I haven't covered the
CcpmD5J8xOk,1175.13,4.2,witcha Netflix and so long because it's
CcpmD5J8xOk,1176.87,4.26,just such a hot contentious topic and I
CcpmD5J8xOk,1179.33,3.63,just don't like upsetting people but
CcpmD5J8xOk,1181.13,3.81,still having said that The Witcher is so
CcpmD5J8xOk,1182.96,3.42,important to me so I feel like I have to
CcpmD5J8xOk,1184.94,3.24,share my opinion with my community
CcpmD5J8xOk,1186.38,3.93,despite the fact that I know this video
CcpmD5J8xOk,1188.18,3.87,is gonna get me a very negative response
CcpmD5J8xOk,1190.31,3.72,I'd of course love to see comments
CcpmD5J8xOk,1192.05,2.999,responding to what I've said and please
CcpmD5J8xOk,1194.03,2.999,try your best
CcpmD5J8xOk,1195.049,4.38,bond without anger I know it's hard but
CcpmD5J8xOk,1197.029,4.441,just know I don't dislike you for liking
CcpmD5J8xOk,1199.429,4.38,the show I don't judge you is not a true
CcpmD5J8xOk,1201.47,4.079,fan or anything like that all I think is
CcpmD5J8xOk,1203.809,3.48,we have different tastes but we can
CcpmD5J8xOk,1205.549,3.541,still be cool with each other I'd really
CcpmD5J8xOk,1207.289,3.87,appreciate it if anyone new subscribes
CcpmD5J8xOk,1209.09,3.75,as I make which videos every week and
CcpmD5J8xOk,1211.159,3.24,maybe if you're new to the fandom as
CcpmD5J8xOk,1212.84,3.209,you've only watched the show through my
CcpmD5J8xOk,1214.399,3.541,channel you can learn more about what
CcpmD5J8xOk,1216.049,3.931,made it popular in the first place
CcpmD5J8xOk,1217.94,3.66,honestly newcomers I'd recommend going
CcpmD5J8xOk,1219.98,3.659,and playing The Witcher 3 and then
CcpmD5J8xOk,1221.6,3.24,getting back to me trust me you'll love
CcpmD5J8xOk,1223.639,3.15,it and I reckon you'll have a great time
CcpmD5J8xOk,1224.84,3.269,be sure to go and follow my Twitter for
CcpmD5J8xOk,1226.789,3.061,any updates I've been talking a lot
CcpmD5J8xOk,1228.109,2.82,about The Witcher Netflix on there so if
CcpmD5J8xOk,1229.85,2.549,you just want to hear more about my
CcpmD5J8xOk,1230.929,3.24,thoughts and stuff go and check me out
CcpmD5J8xOk,1232.399,3.03,on there and then you can see those and
CcpmD5J8xOk,1234.169,2.911,maybe you guys might want to even make a
CcpmD5J8xOk,1235.429,3.33,post about your thoughts involving the
CcpmD5J8xOk,1237.08,3.15,show on the reddit I'll be looking there
CcpmD5J8xOk,1238.759,3.331,every so often there so I might be able
CcpmD5J8xOk,1240.23,3.809,to chat with you on there all posts are
CcpmD5J8xOk,1242.09,3.0,welcomed whether you love the show hate
CcpmD5J8xOk,1244.039,2.401,it anything else
CcpmD5J8xOk,1245.09,3.149,post what you want as long as there's
CcpmD5J8xOk,1246.44,3.78,actual criticism oh just expressing an
CcpmD5J8xOk,1248.239,3.51,opinion and not just outright rude it's
CcpmD5J8xOk,1250.22,3.0,obviously gonna stay on there so go and
CcpmD5J8xOk,1251.749,4.11,post up on there if you want to and
CcpmD5J8xOk,1253.22,4.439,finally as always a big thank you to the
CcpmD5J8xOk,1255.859,3.9,patreon pledges you guys are honestly so
CcpmD5J8xOk,1257.659,3.9,awesome and just thank you all so much I
CcpmD5J8xOk,1259.759,3.78,really appreciate what you all do and
CcpmD5J8xOk,1261.559,3.6,it's just so kind I'm glad to put all of
